UMLS CUI,UMLS subject label,Custom predicate,Article PubMed ID,Article Title,Confidence
C0678236,Rare Diseases,MENTIONED_IN,28381756,A Rare Case of Biphasic Malignant Peritoneal Mesothelioma with Refractory Ascites.,1.00
C0428528,C-reactive protein level,MENTIONED_IN,28381756,A Rare Case of Biphasic Malignant Peritoneal Mesothelioma with Refractory Ascites.,1.00
C0743626,etiology unknown,MENTIONED_IN,28381756,A Rare Case of Biphasic Malignant Peritoneal Mesothelioma with Refractory Ascites.,1.00
C0341503,Bacterial peritonitis,MENTIONED_IN,28381756,A Rare Case of Biphasic Malignant Peritoneal Mesothelioma with Refractory Ascites.,1.00
C0149783,Steroid therapy,MENTIONED_IN,28381756,A Rare Case of Biphasic Malignant Peritoneal Mesothelioma with Refractory Ascites.,1.00
C0019612,Histiocytes,MENTIONED_IN,28381756,A Rare Case of Biphasic Malignant Peritoneal Mesothelioma with Refractory Ascites.,1.00
C0034088,Pulmonary Valve Insufficiency,MENTIONED_IN,28381756,A Rare Case of Biphasic Malignant Peritoneal Mesothelioma with Refractory Ascites.,0.82
C0522534,Saturated,MENTIONED_IN,28381756,A Rare Case of Biphasic Malignant Peritoneal Mesothelioma with Refractory Ascites.,0.89
C3842508,1 - 9%,MENTIONED_IN,28381756,A Rare Case of Biphasic Malignant Peritoneal Mesothelioma with Refractory Ascites.,0.89
C0011065,Cessation of life,MENTIONED_IN,28381756,A Rare Case of Biphasic Malignant Peritoneal Mesothelioma with Refractory Ascites.,1.00
C0427405,Ferritin level,MENTIONED_IN,28381756,A Rare Case of Biphasic Malignant Peritoneal Mesothelioma with Refractory Ascites.,1.00
C0041325,"Peritonitis, Tuberculous",MENTIONED_IN,28381756,A Rare Case of Biphasic Malignant Peritoneal Mesothelioma with Refractory Ascites.,1.00
C0011860,"Diabetes Mellitus, Non-Insulin-Dependent",MENTIONED_IN,28381756,A Rare Case of Biphasic Malignant Peritoneal Mesothelioma with Refractory Ascites.,0.84
C0681756,1970s,MENTIONED_IN,28381756,A Rare Case of Biphasic Malignant Peritoneal Mesothelioma with Refractory Ascites.,1.00
C0439267,Gram per Deciliter,MENTIONED_IN,28381756,A Rare Case of Biphasic Malignant Peritoneal Mesothelioma with Refractory Ascites.,0.81
C0031050,Pericardial sac structure,MENTIONED_IN,28381756,A Rare Case of Biphasic Malignant Peritoneal Mesothelioma with Refractory Ascites.,1.00
C0439544,Definite,MENTIONED_IN,28381756,A Rare Case of Biphasic Malignant Peritoneal Mesothelioma with Refractory Ascites.,0.89
C0014448,Eosine Yellowish,MENTIONED_IN,28381756,A Rare Case of Biphasic Malignant Peritoneal Mesothelioma with Refractory Ascites.,0.86
C0006610,CA-125 Antigen,MENTIONED_IN,28381756,A Rare Case of Biphasic Malignant Peritoneal Mesothelioma with Refractory Ascites.,1.00
C0446633,Entire abdominal organ,MENTIONED_IN,28381756,A Rare Case of Biphasic Malignant Peritoneal Mesothelioma with Refractory Ascites.,0.90
C1272641,Systemic arterial pressure,MENTIONED_IN,28381756,A Rare Case of Biphasic Malignant Peritoneal Mesothelioma with Refractory Ascites.,1.00
C0205191,chronic,MENTIONED_IN,28381756,A Rare Case of Biphasic Malignant Peritoneal Mesothelioma with Refractory Ascites.,0.89
C1148477,"Deafness, Sudden",MENTIONED_IN,28381756,A Rare Case of Biphasic Malignant Peritoneal Mesothelioma with Refractory Ascites.,1.00
C0013103,Drainage procedure,MENTIONED_IN,28381756,A Rare Case of Biphasic Malignant Peritoneal Mesothelioma with Refractory Ascites.,1.00
C0441887,Class 3,MENTIONED_IN,28381756,A Rare Case of Biphasic Malignant Peritoneal Mesothelioma with Refractory Ascites.,1.00
C0855758,protein total increased,MENTIONED_IN,28381756,A Rare Case of Biphasic Malignant Peritoneal Mesothelioma with Refractory Ascites.,0.92
C0302870,microcytic,MENTIONED_IN,28381756,A Rare Case of Biphasic Malignant Peritoneal Mesothelioma with Refractory Ascites.,0.90
C0443095,Red cell product,MENTIONED_IN,28381756,A Rare Case of Biphasic Malignant Peritoneal Mesothelioma with Refractory Ascites.,0.98
C0230259,Greater omentum,MENTIONED_IN,28381756,A Rare Case of Biphasic Malignant Peritoneal Mesothelioma with Refractory Ascites.,1.00
C0220934,Ultrasonic,MENTIONED_IN,28381756,A Rare Case of Biphasic Malignant Peritoneal Mesothelioma with Refractory Ascites.,0.76
C0028977,Omentum,MENTIONED_IN,28381756,A Rare Case of Biphasic Malignant Peritoneal Mesothelioma with Refractory Ascites.,0.89
C0041618,Ultrasonography,MENTIONED_IN,28381756,A Rare Case of Biphasic Malignant Peritoneal Mesothelioma with Refractory Ascites.,0.86
C0200555,Direct Coombs test,MENTIONED_IN,28381756,A Rare Case of Biphasic Malignant Peritoneal Mesothelioma with Refractory Ascites.,1.00
C2963144,Clear,MENTIONED_IN,28381756,A Rare Case of Biphasic Malignant Peritoneal Mesothelioma with Refractory Ascites.,0.80
C0238767,Bilateral,MENTIONED_IN,28381756,A Rare Case of Biphasic Malignant Peritoneal Mesothelioma with Refractory Ascites.,0.90
C0036760,Serous Membrane,MENTIONED_IN,28381756,A Rare Case of Biphasic Malignant Peritoneal Mesothelioma with Refractory Ascites.,1.00
C0152060,Transection (procedure),MENTIONED_IN,28381756,A Rare Case of Biphasic Malignant Peritoneal Mesothelioma with Refractory Ascites.,0.86
C0010803,Cytokeratin,MENTIONED_IN,28381756,A Rare Case of Biphasic Malignant Peritoneal Mesothelioma with Refractory Ascites.,1.00
C0205406,Cloudy,MENTIONED_IN,28381756,A Rare Case of Biphasic Malignant Peritoneal Mesothelioma with Refractory Ascites.,0.80
C0521127,Occupational,MENTIONED_IN,28381756,A Rare Case of Biphasic Malignant Peritoneal Mesothelioma with Refractory Ascites.,0.89
C0198609,Biopsy of peritoneum,MENTIONED_IN,28381756,A Rare Case of Biphasic Malignant Peritoneal Mesothelioma with Refractory Ascites.,1.00
C0332196,Exclude,MENTIONED_IN,28381756,A Rare Case of Biphasic Malignant Peritoneal Mesothelioma with Refractory Ascites.,0.97
C0016976,Gallbladder,MENTIONED_IN,28381756,A Rare Case of Biphasic Malignant Peritoneal Mesothelioma with Refractory Ascites.,1.00
C0025474,Mesentery,MENTIONED_IN,28381756,A Rare Case of Biphasic Malignant Peritoneal Mesothelioma with Refractory Ascites.,0.89
C0439231,month,MENTIONED_IN,28381756,A Rare Case of Biphasic Malignant Peritoneal Mesothelioma with Refractory Ascites.,0.79
C0039985,Plain chest X-ray,MENTIONED_IN,28381756,A Rare Case of Biphasic Malignant Peritoneal Mesothelioma with Refractory Ascites.,1.00
C0456900,Ultrasound guided biopsy,MENTIONED_IN,28381756,A Rare Case of Biphasic Malignant Peritoneal Mesothelioma with Refractory Ascites.,1.00
C0229274,Structure of palpebral conjunctiva,MENTIONED_IN,28381756,A Rare Case of Biphasic Malignant Peritoneal Mesothelioma with Refractory Ascites.,1.00
C3846005,Room air,MENTIONED_IN,28381756,A Rare Case of Biphasic Malignant Peritoneal Mesothelioma with Refractory Ascites.,0.90
C0661318,1-methyl-1-piperidinomethane sulfonate,MENTIONED_IN,28381756,A Rare Case of Biphasic Malignant Peritoneal Mesothelioma with Refractory Ascites.,0.92
C0412620,CT of abdomen,MENTIONED_IN,28381756,A Rare Case of Biphasic Malignant Peritoneal Mesothelioma with Refractory Ascites.,0.88
C1537985,MT-CO1 gene,MENTIONED_IN,28381756,A Rare Case of Biphasic Malignant Peritoneal Mesothelioma with Refractory Ascites.,0.89
C0439457,International Unit per Liter,MENTIONED_IN,28381756,A Rare Case of Biphasic Malignant Peritoneal Mesothelioma with Refractory Ascites.,0.79
C0019637,Histological Techniques,MENTIONED_IN,28381756,A Rare Case of Biphasic Malignant Peritoneal Mesothelioma with Refractory Ascites.,0.95
C1166795,Spindle,MENTIONED_IN,28381756,A Rare Case of Biphasic Malignant Peritoneal Mesothelioma with Refractory Ascites.,0.80
C2362033,HBME-1,MENTIONED_IN,28381756,A Rare Case of Biphasic Malignant Peritoneal Mesothelioma with Refractory Ascites.,0.90
C3812881,Author,MENTIONED_IN,28381756,A Rare Case of Biphasic Malignant Peritoneal Mesothelioma with Refractory Ascites.,1.00
C0012715,Iron Metabolism Disorders,MENTIONED_IN,28381756,A Rare Case of Biphasic Malignant Peritoneal Mesothelioma with Refractory Ascites.,0.70
C0003962,Ascites,MENTIONED_IN,28381756,A Rare Case of Biphasic Malignant Peritoneal Mesothelioma with Refractory Ascites.,0.94
C0024109,Lung,MENTIONED_IN,28381756,A Rare Case of Biphasic Malignant Peritoneal Mesothelioma with Refractory Ascites.,1.00
C0011900,Diagnosis,MENTIONED_IN,28381756,A Rare Case of Biphasic Malignant Peritoneal Mesothelioma with Refractory Ascites.,1.00
C0002878,"Anemia, Hemolytic",MENTIONED_IN,28381756,A Rare Case of Biphasic Malignant Peritoneal Mesothelioma with Refractory Ascites.,1.00
C0034573,"Radiography, Abdominal",MENTIONED_IN,28381756,A Rare Case of Biphasic Malignant Peritoneal Mesothelioma with Refractory Ascites.,1.00
C0872261,Repository of Specimens and Reagents,MENTIONED_IN,28381756,A Rare Case of Biphasic Malignant Peritoneal Mesothelioma with Refractory Ascites.,0.89
C0272249,Polyclonal gammopathy,MENTIONED_IN,28381756,A Rare Case of Biphasic Malignant Peritoneal Mesothelioma with Refractory Ascites.,0.82
C0205094,Anterior,MENTIONED_IN,28381756,A Rare Case of Biphasic Malignant Peritoneal Mesothelioma with Refractory Ascites.,0.89
C0962010,CI 22,MENTIONED_IN,27821675,Lung-cancer mortality among Vermont granite workers: factors influencing exposure-response evaluation.,0.80
C0683954,research results,MENTIONED_IN,27821675,Lung-cancer mortality among Vermont granite workers: factors influencing exposure-response evaluation.,0.90
C0009671,Conflict (Psychology),MENTIONED_IN,27821675,Lung-cancer mortality among Vermont granite workers: factors influencing exposure-response evaluation.,0.84
C0442767,Jan-36,MENTIONED_IN,27821675,Lung-cancer mortality among Vermont granite workers: factors influencing exposure-response evaluation.,1.00
C1444754,Length,MENTIONED_IN,27821675,Lung-cancer mortality among Vermont granite workers: factors influencing exposure-response evaluation.,1.00
C0684321,Regression - mental defense mechanism,MENTIONED_IN,27821675,Lung-cancer mortality among Vermont granite workers: factors influencing exposure-response evaluation.,0.86
C0456586,Calendar year,MENTIONED_IN,27821675,Lung-cancer mortality among Vermont granite workers: factors influencing exposure-response evaluation.,1.00
C0332287,In addition to,MENTIONED_IN,27821675,Lung-cancer mortality among Vermont granite workers: factors influencing exposure-response evaluation.,1.00
C0030854,Pensions,MENTIONED_IN,27821675,Lung-cancer mortality among Vermont granite workers: factors influencing exposure-response evaluation.,1.00
C2828389,Exclusion,MENTIONED_IN,27821675,Lung-cancer mortality among Vermont granite workers: factors influencing exposure-response evaluation.,1.00
C0043309,Roentgen Rays,MENTIONED_IN,27821675,Lung-cancer mortality among Vermont granite workers: factors influencing exposure-response evaluation.,1.00
C0184511,Improved,MENTIONED_IN,27821675,Lung-cancer mortality among Vermont granite workers: factors influencing exposure-response evaluation.,1.00
C2825217,Union,MENTIONED_IN,27821675,Lung-cancer mortality among Vermont granite workers: factors influencing exposure-response evaluation.,0.89
C1998882,Sometimes,MENTIONED_IN,27821675,Lung-cancer mortality among Vermont granite workers: factors influencing exposure-response evaluation.,1.00
C3843647,> 2 years,MENTIONED_IN,27821675,Lung-cancer mortality among Vermont granite workers: factors influencing exposure-response evaluation.,1.00
C0872128,case control,MENTIONED_IN,27821675,Lung-cancer mortality among Vermont granite workers: factors influencing exposure-response evaluation.,0.79
C2257086,photoreactivating enzyme activity,MENTIONED_IN,27821675,Lung-cancer mortality among Vermont granite workers: factors influencing exposure-response evaluation.,0.56
C0336587,"Surgical drill, device (physical object)",MENTIONED_IN,27821675,Lung-cancer mortality among Vermont granite workers: factors influencing exposure-response evaluation.,0.66
C0450300,0.010 inch,MENTIONED_IN,27821675,Lung-cancer mortality among Vermont granite workers: factors influencing exposure-response evaluation.,1.00
C0031222,Personnel Selection,MENTIONED_IN,27821675,Lung-cancer mortality among Vermont granite workers: factors influencing exposure-response evaluation.,0.89
C0332257,Including (qualifier),MENTIONED_IN,27821675,Lung-cancer mortality among Vermont granite workers: factors influencing exposure-response evaluation.,0.83
C0680220,majority,MENTIONED_IN,27821675,Lung-cancer mortality among Vermont granite workers: factors influencing exposure-response evaluation.,0.86
C0235833,Congenital diaphragmatic hernia,MENTIONED_IN,27821675,Lung-cancer mortality among Vermont granite workers: factors influencing exposure-response evaluation.,0.84
C0681751,1920s,MENTIONED_IN,27821675,Lung-cancer mortality among Vermont granite workers: factors influencing exposure-response evaluation.,0.97
C1511559,Cumulative,MENTIONED_IN,27821675,Lung-cancer mortality among Vermont granite workers: factors influencing exposure-response evaluation.,0.90
C1416797,STMN1 gene,MENTIONED_IN,27821675,Lung-cancer mortality among Vermont granite workers: factors influencing exposure-response evaluation.,0.86
C2349954,Withdraw (activity),MENTIONED_IN,27821675,Lung-cancer mortality among Vermont granite workers: factors influencing exposure-response evaluation.,0.89
C1516637,Clinical Trial Eligibility Criteria,MENTIONED_IN,27821675,Lung-cancer mortality among Vermont granite workers: factors influencing exposure-response evaluation.,0.90
C0024752,manpower,MENTIONED_IN,27821675,Lung-cancer mortality among Vermont granite workers: factors influencing exposure-response evaluation.,1.00
C2826866,Exposure Category,MENTIONED_IN,27821675,Lung-cancer mortality among Vermont granite workers: factors influencing exposure-response evaluation.,0.99
C0005615,Birth,MENTIONED_IN,27821675,Lung-cancer mortality among Vermont granite workers: factors influencing exposure-response evaluation.,1.00
C0596130,attribution,MENTIONED_IN,27821675,Lung-cancer mortality among Vermont granite workers: factors influencing exposure-response evaluation.,0.86
C0079282,Endothelin-2,MENTIONED_IN,27821675,Lung-cancer mortality among Vermont granite workers: factors influencing exposure-response evaluation.,0.82
C2348984,Historical Cohort,MENTIONED_IN,27821675,Lung-cancer mortality among Vermont granite workers: factors influencing exposure-response evaluation.,0.90
C2826771,Birth Year,MENTIONED_IN,27821675,Lung-cancer mortality among Vermont granite workers: factors influencing exposure-response evaluation.,0.98
C0597177,a very small piece or part,MENTIONED_IN,27821675,Lung-cancer mortality among Vermont granite workers: factors influencing exposure-response evaluation.,1.00
C2985713,Anatomic Site Code,MENTIONED_IN,27821675,Lung-cancer mortality among Vermont granite workers: factors influencing exposure-response evaluation.,1.00
C0702240,Elevation,MENTIONED_IN,27821675,Lung-cancer mortality among Vermont granite workers: factors influencing exposure-response evaluation.,0.89
C3714596,Little NOS,MENTIONED_IN,27821675,Lung-cancer mortality among Vermont granite workers: factors influencing exposure-response evaluation.,0.89
C1708760,Lowest,MENTIONED_IN,27821675,Lung-cancer mortality among Vermont granite workers: factors influencing exposure-response evaluation.,0.89
C1707429,Coefficient,MENTIONED_IN,27821675,Lung-cancer mortality among Vermont granite workers: factors influencing exposure-response evaluation.,0.83
C1551358,incident,MENTIONED_IN,27821675,Lung-cancer mortality among Vermont granite workers: factors influencing exposure-response evaluation.,0.84
C1706074,Data Table,MENTIONED_IN,27821675,Lung-cancer mortality among Vermont granite workers: factors influencing exposure-response evaluation.,0.82
C0814896,significance level,MENTIONED_IN,27821675,Lung-cancer mortality among Vermont granite workers: factors influencing exposure-response evaluation.,0.97
C0021672,Insurance,MENTIONED_IN,27821675,Lung-cancer mortality among Vermont granite workers: factors influencing exposure-response evaluation.,0.89
C0444626,Crystal Structure,MENTIONED_IN,27821675,Lung-cancer mortality among Vermont granite workers: factors influencing exposure-response evaluation.,0.89
C2348484,Exposed Population,MENTIONED_IN,27821675,Lung-cancer mortality among Vermont granite workers: factors influencing exposure-response evaluation.,0.90
C0332182,Periodic,MENTIONED_IN,27821675,Lung-cancer mortality among Vermont granite workers: factors influencing exposure-response evaluation.,0.92
C2981279,Decade,MENTIONED_IN,27821675,Lung-cancer mortality among Vermont granite workers: factors influencing exposure-response evaluation.,1.00
C2984079,Somewhat,MENTIONED_IN,27821675,Lung-cancer mortality among Vermont granite workers: factors influencing exposure-response evaluation.,0.69
C0679823,participation,MENTIONED_IN,27821675,Lung-cancer mortality among Vermont granite workers: factors influencing exposure-response evaluation.,1.00
C0562342,Empowered,MENTIONED_IN,27821675,Lung-cancer mortality among Vermont granite workers: factors influencing exposure-response evaluation.,1.00
C1286384,employment history,MENTIONED_IN,27821675,Lung-cancer mortality among Vermont granite workers: factors influencing exposure-response evaluation.,0.93
C0807955,slope,MENTIONED_IN,27821675,Lung-cancer mortality among Vermont granite workers: factors influencing exposure-response evaluation.,1.00
C0002783,Epidemiologic Studies,MENTIONED_IN,27821675,Lung-cancer mortality among Vermont granite workers: factors influencing exposure-response evaluation.,1.00
C2827421,Construct,MENTIONED_IN,27821675,Lung-cancer mortality among Vermont granite workers: factors influencing exposure-response evaluation.,0.88
C0274281,Injury due to exposure to external cause,MENTIONED_IN,27821675,Lung-cancer mortality among Vermont granite workers: factors influencing exposure-response evaluation.,1.00
C2698848,Polynomial,MENTIONED_IN,27821675,Lung-cancer mortality among Vermont granite workers: factors influencing exposure-response evaluation.,1.00
C0025266,Male population group,MENTIONED_IN,27821675,Lung-cancer mortality among Vermont granite workers: factors influencing exposure-response evaluation.,1.00
C0239200,dust exposure,MENTIONED_IN,27821675,Lung-cancer mortality among Vermont granite workers: factors influencing exposure-response evaluation.,0.82
C1704639,Matrix Component of Device,MENTIONED_IN,27821675,Lung-cancer mortality among Vermont granite workers: factors influencing exposure-response evaluation.,0.57
C0028798,Occupational Exposure,MENTIONED_IN,27821675,Lung-cancer mortality among Vermont granite workers: factors influencing exposure-response evaluation.,1.00
C0750492,Probably,MENTIONED_IN,27821675,Lung-cancer mortality among Vermont granite workers: factors influencing exposure-response evaluation.,1.00
C0014003,Employment,MENTIONED_IN,27821675,Lung-cancer mortality among Vermont granite workers: factors influencing exposure-response evaluation.,1.00
C0681752,1930s,MENTIONED_IN,27821675,Lung-cancer mortality among Vermont granite workers: factors influencing exposure-response evaluation.,1.00
C3827420,Wrong,MENTIONED_IN,27821675,Lung-cancer mortality among Vermont granite workers: factors influencing exposure-response evaluation.,0.89
C0021622,Institutes,MENTIONED_IN,27821675,Lung-cancer mortality among Vermont granite workers: factors influencing exposure-response evaluation.,0.60
C1426104,NANS gene,MENTIONED_IN,27821675,Lung-cancer mortality among Vermont granite workers: factors influencing exposure-response evaluation.,0.63
C0871208,Rating (action),MENTIONED_IN,27821675,Lung-cancer mortality among Vermont granite workers: factors influencing exposure-response evaluation.,0.76
C0439656,Voluntary,MENTIONED_IN,27821675,Lung-cancer mortality among Vermont granite workers: factors influencing exposure-response evaluation.,0.86
C0681841,explanation,MENTIONED_IN,27821675,Lung-cancer mortality among Vermont granite workers: factors influencing exposure-response evaluation.,1.00
C0449719,Part,MENTIONED_IN,27821675,Lung-cancer mortality among Vermont granite workers: factors influencing exposure-response evaluation.,1.00
C0336789,Combine,MENTIONED_IN,27821675,Lung-cancer mortality among Vermont granite workers: factors influencing exposure-response evaluation.,0.57
C1881839,Million,MENTIONED_IN,27821675,Lung-cancer mortality among Vermont granite workers: factors influencing exposure-response evaluation.,1.00
C0043210,Woman,MENTIONED_IN,27821675,Lung-cancer mortality among Vermont granite workers: factors influencing exposure-response evaluation.,1.00
C0205202,Corrected,MENTIONED_IN,27821675,Lung-cancer mortality among Vermont granite workers: factors influencing exposure-response evaluation.,0.79
C0061864,granite,MENTIONED_IN,27821675,Lung-cancer mortality among Vermont granite workers: factors influencing exposure-response evaluation.,0.85
C1516192,Cancer Death Rate,MENTIONED_IN,27821675,Lung-cancer mortality among Vermont granite workers: factors influencing exposure-response evaluation.,0.84
C0443236,Inaccurate,MENTIONED_IN,27821675,Lung-cancer mortality among Vermont granite workers: factors influencing exposure-response evaluation.,0.89
C0022396,Job Description,MENTIONED_IN,27821675,Lung-cancer mortality among Vermont granite workers: factors influencing exposure-response evaluation.,0.82
C0023981,Longitudinal Studies,MENTIONED_IN,27821675,Lung-cancer mortality among Vermont granite workers: factors influencing exposure-response evaluation.,1.00
C0403091,Driller,MENTIONED_IN,27821675,Lung-cancer mortality among Vermont granite workers: factors influencing exposure-response evaluation.,0.83
C0206194,Survivors,MENTIONED_IN,27821675,Lung-cancer mortality among Vermont granite workers: factors influencing exposure-response evaluation.,0.92
C0439836,Conversions,MENTIONED_IN,27821675,Lung-cancer mortality among Vermont granite workers: factors influencing exposure-response evaluation.,0.89
C0520511,Distributing,MENTIONED_IN,27821675,Lung-cancer mortality among Vermont granite workers: factors influencing exposure-response evaluation.,0.90
C1522410,Highest,MENTIONED_IN,27821675,Lung-cancer mortality among Vermont granite workers: factors influencing exposure-response evaluation.,0.90
C3828842,Nearly,MENTIONED_IN,27821675,Lung-cancer mortality among Vermont granite workers: factors influencing exposure-response evaluation.,0.89
C0332219,Easy,MENTIONED_IN,27821675,Lung-cancer mortality among Vermont granite workers: factors influencing exposure-response evaluation.,0.97
C1707959,Example,MENTIONED_IN,27821675,Lung-cancer mortality among Vermont granite workers: factors influencing exposure-response evaluation.,0.86
C0205848,Death Rate,MENTIONED_IN,27821675,Lung-cancer mortality among Vermont granite workers: factors influencing exposure-response evaluation.,0.82
C0018724,Health Personnel,MENTIONED_IN,27821675,Lung-cancer mortality among Vermont granite workers: factors influencing exposure-response evaluation.,0.96
C0444499,0/5,MENTIONED_IN,27821675,Lung-cancer mortality among Vermont granite workers: factors influencing exposure-response evaluation.,0.78
C0042537,Vermont,MENTIONED_IN,27821675,Lung-cancer mortality among Vermont granite workers: factors influencing exposure-response evaluation.,0.85
C1422619,SRR gene,MENTIONED_IN,27821675,Lung-cancer mortality among Vermont granite workers: factors influencing exposure-response evaluation.,0.76
C0034037,Publishing,MENTIONED_IN,27821675,Lung-cancer mortality among Vermont granite workers: factors influencing exposure-response evaluation.,0.85
C2746065,Stop (qualifier value),MENTIONED_IN,27821675,Lung-cancer mortality among Vermont granite workers: factors influencing exposure-response evaluation.,1.00
C0027365,Name,MENTIONED_IN,27821675,Lung-cancer mortality among Vermont granite workers: factors influencing exposure-response evaluation.,0.89
C0011008,Date in time,MENTIONED_IN,27821675,Lung-cancer mortality among Vermont granite workers: factors influencing exposure-response evaluation.,0.86
C0037435,Social Security,MENTIONED_IN,27821675,Lung-cancer mortality among Vermont granite workers: factors influencing exposure-response evaluation.,0.78
C0749659,Treatment Status,MENTIONED_IN,27821675,Lung-cancer mortality among Vermont granite workers: factors influencing exposure-response evaluation.,0.78
C0013330,Dust,MENTIONED_IN,27821675,Lung-cancer mortality among Vermont granite workers: factors influencing exposure-response evaluation.,0.69
C0680240,agreement,MENTIONED_IN,27821675,Lung-cancer mortality among Vermont granite workers: factors influencing exposure-response evaluation.,0.89
C0242492,Relative Risk,MENTIONED_IN,27821675,Lung-cancer mortality among Vermont granite workers: factors influencing exposure-response evaluation.,1.00
C0242485,Measurement,MENTIONED_IN,27821675,Lung-cancer mortality among Vermont granite workers: factors influencing exposure-response evaluation.,0.83
C1527116,Workers,MENTIONED_IN,27821675,Lung-cancer mortality among Vermont granite workers: factors influencing exposure-response evaluation.,0.85
C1709921,Respirable Cristobalite,MENTIONED_IN,27821675,Lung-cancer mortality among Vermont granite workers: factors influencing exposure-response evaluation.,0.90
C1999230,Providing (action),MENTIONED_IN,27821675,Lung-cancer mortality among Vermont granite workers: factors influencing exposure-response evaluation.,0.90
C0205087,Late,MENTIONED_IN,27821675,Lung-cancer mortality among Vermont granite workers: factors influencing exposure-response evaluation.,1.00
C0605290,SAS,MENTIONED_IN,27821675,Lung-cancer mortality among Vermont granite workers: factors influencing exposure-response evaluation.,0.62
C1705492,Missing,MENTIONED_IN,27821675,Lung-cancer mortality among Vermont granite workers: factors influencing exposure-response evaluation.,0.89
C1527075,Revision procedure,MENTIONED_IN,27821675,Lung-cancer mortality among Vermont granite workers: factors influencing exposure-response evaluation.,0.79
C1418943,PROC gene,MENTIONED_IN,27821675,Lung-cancer mortality among Vermont granite workers: factors influencing exposure-response evaluation.,0.62
C1148433,Vital Status,MENTIONED_IN,27821675,Lung-cancer mortality among Vermont granite workers: factors influencing exposure-response evaluation.,0.90
C0034869,Records,MENTIONED_IN,27821675,Lung-cancer mortality among Vermont granite workers: factors influencing exposure-response evaluation.,0.86
C0456533,M - Metastasis stages,MENTIONED_IN,27821675,Lung-cancer mortality among Vermont granite workers: factors influencing exposure-response evaluation.,0.74
C0205381,Moist,MENTIONED_IN,27821675,Lung-cancer mortality among Vermont granite workers: factors influencing exposure-response evaluation.,0.87
C1522242,Grouping,MENTIONED_IN,27821675,Lung-cancer mortality among Vermont granite workers: factors influencing exposure-response evaluation.,0.88
C2348001,Age Cohort,MENTIONED_IN,27821675,Lung-cancer mortality among Vermont granite workers: factors influencing exposure-response evaluation.,0.86
C0740175,Before values,MENTIONED_IN,27821675,Lung-cancer mortality among Vermont granite workers: factors influencing exposure-response evaluation.,0.76
C0687760,Taverns,MENTIONED_IN,27821675,Lung-cancer mortality among Vermont granite workers: factors influencing exposure-response evaluation.,0.69
C0018766,Healthy Worker Effect,MENTIONED_IN,27821675,Lung-cancer mortality among Vermont granite workers: factors influencing exposure-response evaluation.,0.92
C1442160,Cutoff,MENTIONED_IN,27821675,Lung-cancer mortality among Vermont granite workers: factors influencing exposure-response evaluation.,0.89
C0684320,Disease regression,MENTIONED_IN,27821675,Lung-cancer mortality among Vermont granite workers: factors influencing exposure-response evaluation.,1.00
C1272689,Started,MENTIONED_IN,27821675,Lung-cancer mortality among Vermont granite workers: factors influencing exposure-response evaluation.,0.79
C0439227,Hour,MENTIONED_IN,27821675,Lung-cancer mortality among Vermont granite workers: factors influencing exposure-response evaluation.,1.00
C0205246,Generalized,MENTIONED_IN,27821675,Lung-cancer mortality among Vermont granite workers: factors influencing exposure-response evaluation.,0.89
C0557854,Services,MENTIONED_IN,27821675,Lung-cancer mortality among Vermont granite workers: factors influencing exposure-response evaluation.,0.89
C0456389,size,MENTIONED_IN,27821675,Lung-cancer mortality among Vermont granite workers: factors influencing exposure-response evaluation.,0.89
C0946326,pulmonary studies,MENTIONED_IN,27821675,Lung-cancer mortality among Vermont granite workers: factors influencing exposure-response evaluation.,0.90
C0034980,Regression Analysis,MENTIONED_IN,27821675,Lung-cancer mortality among Vermont granite workers: factors influencing exposure-response evaluation.,0.88
C1516048,Assessed,MENTIONED_IN,27821675,Lung-cancer mortality among Vermont granite workers: factors influencing exposure-response evaluation.,0.82
C0651569,9-(1'-hydroxy-2'-(hydroxymethyl)ethoxy)methylguanine,MENTIONED_IN,27821675,Lung-cancer mortality among Vermont granite workers: factors influencing exposure-response evaluation.,0.81
C0750502,Significant,MENTIONED_IN,27821675,Lung-cancer mortality among Vermont granite workers: factors influencing exposure-response evaluation.,0.89
C0332152,Before,MENTIONED_IN,27821675,Lung-cancer mortality among Vermont granite workers: factors influencing exposure-response evaluation.,1.00
C0205102,Internal,MENTIONED_IN,27821675,Lung-cancer mortality among Vermont granite workers: factors influencing exposure-response evaluation.,0.84
C1510411,metaplastic cell transformation,MENTIONED_IN,27821675,Lung-cancer mortality among Vermont granite workers: factors influencing exposure-response evaluation.,0.86
C1334533,MSLN gene,MENTIONED_IN,27821675,Lung-cancer mortality among Vermont granite workers: factors influencing exposure-response evaluation.,0.82
C0036154,San Marino,MENTIONED_IN,27821675,Lung-cancer mortality among Vermont granite workers: factors influencing exposure-response evaluation.,0.98
C1704729,Department,MENTIONED_IN,27821675,Lung-cancer mortality among Vermont granite workers: factors influencing exposure-response evaluation.,0.89
C2828255,Quartile,MENTIONED_IN,27821675,Lung-cancer mortality among Vermont granite workers: factors influencing exposure-response evaluation.,0.97
C0681754,1950s,MENTIONED_IN,27821675,Lung-cancer mortality among Vermont granite workers: factors influencing exposure-response evaluation.,0.79
